SentenceID,HedgeWord,Sentence,Final,Agreement
6206,like,Call me hateful but I'll mourn the permanent loss of 100 square miles of good farm land before I mourn for 100 million suffering Africans living like animals.,1,1
6995,think,I have always felt that people spend shocking amounts on weddings - I think your 3-4k is massive,1,0.6
592,feel,That's how I would feel supported.,0,0.8
4397,think,They think that the media,1,1
1548,most,He definitely offers the most substance in his replies,0,0.6
2857,could,I used to skate to the store or for exercise nearly every day before I moved to Madison--from a place where I could roll out the door with my skates on knowing I'd find a safe and efficient route to just about anywhere.,0,1
4345,should,I understand your position on what should be done.,0,1
7383,may,"I assume that if pronation is normal the shoes may be just fine; if not""""",1,0.8
907,like,I also try and do things like by mu mum and dad shoes etc,1,1
5445,like,Looks like Obama has plenty of CEO-type executive experience to me.,1,1
6992,totally,I always think the twee starters/roast dinner/fake-looking pudding type menu is very peculiar when you remember that most couples would probably sit down to something totally different in almost any other situation!,0,1
6310,basically,basically I need to put my thoughts down on paper (or an Internet page!),1,1
4032,assume,i assume that as he will be assumed innocent until proven guilty,1,1
3166,could,Humour me....please I think everyone feels like you at sometime in their lives.. if everyone put off getting married/having a family till they could afford it many would be single and childless..,0,1
6303,understand,I suppose it's against the rules for Democrats to question these things...I understand just blaming Bush is the simplest of answers,0,0.6
3322,could,A quick google has found this - http://www.ehow.com/facts_6048311_in...tance-law.htmlYour father's wife could have quite legitimately inherited everything he left behind.,1,0.8
3147,really,One thing that really struck me was your need to phone your mum.,0,0.6
2439,like,It has gone something like this:First,1,1
3749,about,She moved it up because during my appt she did check me to see if i was dialated any and she said I was only dialated about a fingertip and so she went ahead and scheduled me to come in saturday at 8pm so I could start receiving medicine to open me up some more otherwise when they give me pictocin the labor would proably be long...so there gonna start the medicine saturday night to open me and then sunday morning give me the actual pictocin to make me go into labor...ladies..im freaking out...im so nervous/scared...this is my first pregnancy but im just so emotional and idk worried about everything...oh yeah and im getting induced because im diabetic.,1,0.7
3299,pretty much,My stepmum has since pretty much vanished.,1,1
7177,some,tai chi - OCD needs a rest and some heavy meds.,0,0.6
7489,like,i buy food in that we all like and she uses it or goes to the shop to buy with her own money what she does like.,0,0.6
1702,consider,You might consider Beck to be a lot of people,1,0.6
5706,think,I think they let me slide because I already had my honorable discharge.,1,1
5483,could,I'm going to explore whether the local 'Dial a ride' service for the disabled could take her to some of her previous social groups,0,0.6
6144,like,Moroccans are a bit like Italians when they get excited.,1,1
5774,about,Her: Oh......Chai........I'm fine.......Me: (wondering about pregnant pauses,0,0.8
3368,about,I was devasted they could lie about something as important as that and have since not had a great deal of contact with my family since,0,1
1019,could,The circumstances and brutality of those attacks this month have revived fears that a long-running insurgency in Thailand's south could be evolving into a sectarian conflict pitting Buddhists against Muslims.,1,1
6416,like,It's the same thing as how everyone helped Japan but not Somalia because we like it better,0,1
4859,know,...I bet you already know the answer.,0,0.8
6613,find,Finding out what kind of research was a different matter altogether - I couldn't find anything on it -- yet.,0,1
1653,about,I tell everybody in the area about the incident and let them decide if they want to take a chance in high heels on a too-slick floor.,0,1
1421,could,I wish I could leave my lawyering life and go study education and education policy.,0,0.8
1399,about,I've been thinking about public education in this country a lot recently.,0,0.8
2775,several,It may be several days before it's lifted.,1,1
6514,may,What is even MOREbothersome to ME PERSONALLY... is the police using knowncriminals via threats to get convictions on other peoplewho they may know nothing about.,1,1
864,feel,If the tea party stopped being about fiscal conservatism and the debt and transformed into a conservative social issues movement I would feel the same sense of disgust toward it.,0,1
6514,know,What is even MOREbothersome to ME PERSONALLY... is the police using knowncriminals via threats to get convictions on other peoplewho they may know nothing about.,0,0.8
2590,some,I was devastated at the time - called her some names that even now I blush to recall but with the benefit of maturity and some distance I can see that it was the best decision for all concerned.,0,0.5
4359,really,This isn't really a big deal when it comes to 9/11,1,0.8
2462,could,I read through the entire label on one bottle (Motts) and could not find anything to indicate where the apple juice was from.,0,0.8
518,seem,The media seem to have mixed up the man responsible for the merge with ABN Amro with the man responsible for fixing the failure of RBS.,1,0.8
1379,a few,This dickhead threw his own mother under the bus who raised him then praised his drunk communist father (which he only met a few times) to score brownie points with self loathing white progressives.,1,0.8
