@relation AnnaHedgeData

@attribute hedge {'a bit','a bunch','a couple','a few','a little','a whole bunch','among others','and all that','and so forth','and so on','and suchlike','and the rest','correct me if I\'m wrong','et cetera','I mean','I would say','if I\'m understanding you correctly','in my mind','in my opinion','in my understanding','in my view','it\'s said','kind of','look like','looks like','more or less','my thinking','my understanding','pretty much','so far','somebody said','something or other','sort of','sounds like','the like','their impression','they said','they say','to be honest',about,almost,apparently,appear,approximately,arguably,assume,basic,basically,believe,completely,consider,could,estimate,expect,fair,fairly,feel,find,frequently,general,generally,guess,hear,imagine,know,largely,like,likely,may,maybe,might,most,mostly,much,nearly,necessarily,occasionally,often,partial,partially,perhaps,possible,possibly,practically,probable,probably,propose,rarely,read,really,recall,remember,rough,roughly,seem,seemingly,seldom,several,should,some,somebody,somehow,someone,sometimes,somewhat,somewhere,speculate,suggest,suppose,sure,technically,think,totally,understand,unlikely,unsure,usually,virtually}

@attribute pos-2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos-1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute position numeric
@attribute agreement numeric
@attribute judgment {1,0}

@data
'a little',IN,VBG,DT,JJ,IN,9,1,1
about,JJ,NN,IN,DT,NN,17,1,0
sure,START,RB,JJ,WP,RB,1,1,1
someone,START,IN,NN,VBZ,DT,1,0.6,1
fair,FW,DT,JJ,JJ,NNS,14,1,1
really,VBP,RB,RB,VB,TO,16,1,1
'a bit',TO,VB,DT,RBR,NN,8,1,1
someone,VBD,RB,NN,VBN,TO,4,1,0
like,VBZ,VB,IN,DT,NN,6,0.6,1
'a little',PRP,IN,DT,NN,IN,7,0.8,0
may,START,EX,MD,VB,NN,1,1,1
maybe,START,CC,RB,RB,DT,1,1,1
think,PRP,MD,VB,PRP,MD,5,1,1
usually,WDT,VBZ,RB,VBN,TO,16,1,1
feel,PRP,MD,VB,VBN,.,5,1,0
about,DT,NN,IN,DT,NNS,10,1,0
think,VBP,RB,VB,DT,VBZ,5,1,1
most,VBP,DT,RBS,JJ,:,5,0.8,0
could,VBD,PRP,MD,VB,RP,3,1,0
know,START,NNP,VBP,EX,VBP,1,0.6,0
usually,JJ,PRP,RB,VBZ,PRP,4,1,1
think,PRP,MD,VB,IN,WRB,8,1,0
may,START,PRP,MD,RB,VB,1,1,1
probably,NNS,MD,RB,RB,VB,4,1,1
may,JJ,NN,MD,RB,VB,11,0.8,1
may,START,PRP,MD,VB,JJ,1,0.8,1
sometimes,RB,VBG,RB,FW,VBP,51,1,0
about,CC,VBN,IN,RB,.,34,0.8,0
feel,NNS,CC,VB,DT,NN,21,1,0
about,START,WRB,RB,DT,IN,1,1,0
about,NNP,VBZ,IN,STOP,STOP,5,1,0
think,RB,PRP,VBP,DT,NNS,5,1,1
understand,PRP,RB,VBP,IN,NNP,2,0.6,1
understand,IN,PRP,VBP,DT,NN,13,0.6,0
someone,VBG,IN,NN,TO,VB,12,0.6,1
'sort of',IN,DT,NN,``,VB,24,0.8,0
most,VB,IN,JJS,IN,DT,37,0.8,1
understand,IN,PRP,VBP,PRP$,JJ,2,1,0
read,WRB,PRP,VBP,PRP$,NNS,7,0.8,0
likely,RB,RBS,RB,WRB,DT,5,0.8,1
really,LS,VBP,RB,RB,JJ,2,0.6,0
about,RB,JJ,IN,CC,RB,14,1,0
about,VBD,IN,IN,WRB,PRP,5,1,0
think,CC,PRP,VBP,NNP,MD,6,1,1
much,START,RB,RB,DT,JJ,1,0.8,0
suggest,PRP,MD,VB,IN,DT,2,0.8,1
most,VBN,DT,RBS,JJ,CC,6,1,0
someone,PRP,CC,NN,WP,PRP$,11,0.8,0
think,START,PRP,VBP,PRP,VBD,1,1,1
know,RB,RB,VB,PRP,VBP,16,0.6,1
really,PRP,VBP,RB,VBN,RP,42,1,0
remember,PRP,RB,VBP,DT,JJ,2,0.8,0
about,JJR,NN,IN,DT,JJ,16,1,0
should,JJ,NNS,MD,VB,IN,8,1,0
think,CC,PRP,VBP,PRP,VBD,2,1,1
think,PRP,MD,VB,RB,MD,9,1,1
like,START,IN,IN,CD,NNS,1,1,1
generally,PRP$,NN,RB,STOP,STOP,5,0.8,1
some,WRB,RB,DT,IN,PRP$,2,0.8,0
someone,JJ,IN,NN,IN,NNP,16,1,0
like,VBP,RB,IN,NNS,STOP,3,1,1
'a little',NNP,VBD,DT,NN,RBR,4,1,1
much,VBZ,RB,JJ,JJ,CC,3,0.6,1
believe,VBP,RB,VB,EX,MD,6,0.8,1
much,RB,VB,JJ,IN,DT,4,0.8,1
like,NNP,MD,VB,TO,VB,2,0.6,0
know,WP,PRP,VBP,VBZ,DT,11,0.8,0
much,MD,VB,JJ,VBN,.,4,1,0
almost,NN,IN,RB,CD,STOP,6,0.8,1
'a bit',NNS,VBP,DT,IN,NNPS,2,0.8,1
know,VBP,PRP,VBP,PRP,VBP,3,0.6,0
someone,TO,VB,NN,VBZ,VBN,13,0.6,1
really,IN,PRP,RB,VBP,RB,2,1,1
should,VBD,PRP,MD,VB,NNS,3,1,0
some,NNP,VBD,DT,NN,IN,8,0.6,0
know,START,PRP,VBP,WRB,.,1,0.6,1
possible,RB,IN,JJ,IN,NNP,15,1,0
'a bit',NNS,VBZ,DT,RB,RB,6,1,1
know,VBP,RB,VB,WRB,JJ,3,0.8,1
possible,DT,VBZ,JJ,IN,NN,2,1,0
basically,NN,CC,RB,VBD,IN,15,1,1
think,VBP,RB,VB,RBS,NNS,3,0.8,1
about,PRP,VBD,IN,DT,CD,2,0.6,1
like,START,CC,IN,NN,NNS,1,1,1
really,NN,VBZ,RB,VBG,.,13,1,1
know,WRB,NNS,VBP,WP,VBZ,22,0.6,1
'a few',NN,IN,DT,NNP,NNP,9,1,1
seem,PRP,VBZ,VB,IN,JJS,35,1,1
about,CC,IN,IN,DT,NN,12,1,0
'so far',RBR,NNS,RB,STOP,STOP,11,1,1
could,VBD,NNP,MD,VB,PRP,3,0.6,0
should,NN,RB,MD,VB,VBN,10,1,0
about,RB,VBG,IN,DT,RB,4,1,0
technically,NNP,VBZ,RB,RB,VBG,3,1,1
could,START,PRP,MD,VB,CC,1,1,0
might,CC,PRP,MD,VB,VBN,72,0.8,1
about,CC,VB,IN,VBG,DT,36,1,0
most,PRP,VBP,RBS,JJ,VBG,27,0.8,1
find,VBD,RB,VB,DT,NN,11,1,0
imagine,VBP,RB,VB,RB,JJ,6,0.8,1
nearly,START,CC,RB,CD,NN,1,0.6,1
think,START,PRP,VBP,DT,JJ,1,1,1
about,PRP,VBD,RB,CD,NNS,2,1,1
read,PRP,VBP,VBN,:,DT,17,0.6,1
much,VBZ,RB,JJ,TO,VB,4,0.6,0
understand,START,PRP,VBP,DT,NNP,1,1,0
about,IN,NNS,IN,DT,NNP,9,0.9,0
about,RB,DT,IN,DT,NNPS,19,0.9,0
some,PRP,VBD,DT,NNS,VBD,8,0.6,0
should,START,PRP,MD,VB,DT,1,0.8,0
like,START,PRP,VBP,DT,NN,1,1,0
like,DT,NN,IN,DT,.,9,1,1
'a little',RB,VB,DT,NN,.,20,0.8,0
feel,VBP,RB,VB,JJ,IN,4,0.8,0
believe,VBP,RB,VB,PRP,STOP,5,0.8,0
could,NN,NN,MD,VB,TO,5,0.8,0
largely,IN,VBG,RB,JJ,STOP,4,0.8,1
'so far',START,START,RB,NN,VBZ,0,1,1
think,VBP,RB,VB,NNP,VBZ,4,1,1
think,VBP,RB,VB,PRP,MD,14,1,1
about,CC,IN,RB,CD,CC,16,0.8,1
remember,PRP,MD,VB,DT,NN,18,0.8,0
'kind of',IN,DT,NN,NNP,VBG,6,0.6,0
think,START,PRP,VBP,PRP,VBD,1,1,1
think,PRP,MD,VB,DT,NN,10,0.8,1
really,PRP,PRP,RB,VBZ,VB,7,0.6,1
'a bunch',DT,VBP,DT,IN,JJ,3,0.6,1
'a little',VBD,VB,DT,JJ,STOP,4,1,1
really,PRP$,NN,RB,JJ,VBG,5,1,0
feel,PRP,RB,VBP,IN,PRP,13,1,0
basically,NN,IN,RB,VBG,DT,25,1,1
someone,RB,VBD,NN,RB,TO,8,0.6,0
about,JJ,NN,IN,DT,NNP,5,0.8,0
usually,EX,VBP,RB,NNS,POS,2,1,1
know,START,PRP,VBP,RB,VBN,1,0.6,1
know,NNS,PRP,VBP,DT,VBP,12,0.6,1
really,VBD,RB,RB,VB,NN,13,0.8,1
most,IN,DT,RBS,JJ,NNS,3,0.8,0
really,PRP,JJ,RB,VB,PRP$,13,1,1
somewhat,LS,VBP,RB,RBR,JJ,2,0.8,1
think,IN,NNS,VBP,STOP,STOP,13,1,1
may,START,PRP,MD,VB,VBN,1,1,1
may,CC,FW,MD,VB,VBN,7,1,1
about,RB,VB,IN,NN,RB,19,1,0
like,IN,NNS,IN,NNP,WDT,8,1,1
believe,START,PRP,VBP,DT,NN,1,1,1
completely,PRP,VBZ,RB,JJ,.,8,1,0
about,PRP,VBD,RB,IN,NNP,4,1,0
know,IN,PRP,VBP,DT,NNS,2,1,0
about,VBD,PRP,IN,JJ,CC,3,1,1
about,JJ,NN,IN,PRP,.,5,0.8,0
may,IN,PRP,MD,VB,JJ,16,1,1
some,IN,RB,DT,JJ,VBP,5,0.6,1
may,JJ,NN,MD,VB,JJ,12,1,1
about,WP,VBZ,IN,CD,CD,9,0.8,1
'a little',JJ,NN,DT,JJ,-RRB-,11,1,1
like,FW,VBD,IN,PRP,MD,29,0.8,1
like,IN,NN,IN,NNP,NNP,17,1,1
really,DT,NN,RB,JJ,IN,2,0.6,0
about,PRP,VBP,IN,DT,.,3,0.8,0
'kind of',VBP,DT,NN,NN,WP,3,1,0
most,MD,VB,JJS,IN,DT,5,0.8,1
may,VBZ,PRP,MD,VB,RP,6,1,1
know,START,PRP,VBP,IN,PRP$,1,0.8,1
about,VBG,NNS,IN,PRP$,NN,2,1,0
think,START,DT,VBP,NN,CD,1,0.8,1
most,-LRB-,IN,JJS,NNS,-RRB-,12,0.8,1
basically,NN,VBZ,RB,VBD,PRP,4,1,1
someone,VBD,IN,NN,VBD,DT,6,0.6,0
find,PRP,MD,VB,DT,.,32,1,1
sometimes,NN,WDT,RB,STOP,STOP,7,0.6,1
could,IN,PRP,MD,VB,IN,31,1,0
really,NN,VBD,RB,VBN,IN,3,0.6,1
understand,PRP,RB,VBP,IN,PRP,2,0.6,0
'a bunch',VBP,PDT,DT,IN,VBN,3,0.8,1
might,START,PRP,MD,RB,VB,1,0.8,0
some,NNS,VBD,DT,NN,IN,3,0.8,1
about,PRP,VBD,IN,NN,CC,32,1,0
believe,NN,PRP,VBP,NNS,VBN,15,0.6,1
some,NNS,IN,DT,NN,CC,31,0.8,1
believe,START,PRP,VBP,DT,NNS,1,1,1
almost,IN,IN,RB,DT,NNS,12,1,1
about,VB,VBN,IN,NN,IN,11,0.7,0
about,VBP,VBN,IN,NN,IN,21,0.7,0
remember,PRP,MD,VB,DT,JJS,2,1,0
likely,VBP,RBR,JJ,TO,VB,19,0.8,1
'a few',JJ,IN,DT,NNS,IN,30,0.8,1
like,VBD,RP,IN,DT,STOP,15,1,1
most,:,IN,JJS,IN,DT,12,0.8,1
some,TO,VB,DT,JJ,NN,18,0.6,1
about,NN,JJ,IN,VBG,DT,19,1,0
like,NN,NNS,IN,DT,NN,9,1,1
apparently,START,NNP,RB,VBZ,VB,1,1,1
think,PRP,VBP,VB,PRP$,NN,10,1,1
mostly,PRP,VBD,RB,IN,PRP$,11,1,1
'a bit',NN,VBD,DT,JJ,.,3,1,1
recall,IN,PRP,VBP,STOP,STOP,2,0.6,0
some,NNS,IN,DT,JJ,NNS,8,1,1
about,TO,VB,IN,VBG,VBG,21,0.9,0
about,VB,NNS,IN,DT,``,27,0.9,0
about,RB,VB,IN,DT,JJ,5,1,0
like,TO,NNS,IN,NNP,STOP,31,1,1
'a bunch',NNS,VBP,DT,IN,NNS,3,0.6,1
should,START,PRP,MD,VB,IN,1,0.8,0
read,PRP,VBP,VBN,VBZ,IN,6,1,1
possibly,LS,MD,RB,VB,NN,2,0.8,1
believe,VBP,RB,VB,DT,CD,3,0.8,1
sure,PRP,VBP,JJ,EX,VBD,2,1,1
usually,START,PRP,RB,VBP,RP,1,1,1
about,CC,VBD,IN,PRP$,NN,4,1,0
about,PRP,VBD,IN,PRP$,NN,22,1,0
nearly,START,PRP,RB,VBD,DT,1,1,1
expect,VBP,RB,VB,DT,NN,3,0.6,0
could,VBD,PRP,MD,RB,VB,4,0.6,1
know,NNS,PRP,VBP,IN,VBN,3,1,0
'a bunch',NN,IN,DT,IN,NN,7,1,1
could,NN,WP,MD,VB,IN,10,0.8,1
seemingly,NN,WDT,RB,VBP,NN,14,1,1
'a few',EX,VBP,DT,WP,VBP,2,1,1
appear,VBD,RB,VB,RB,JJ,3,1,1
could,WRB,PRP,MD,RB,VB,8,1,0
might,IN,PRP,MD,VB,PRP$,12,1,1
about,VBP,VBG,IN,JJ,NN,5,1,0
should,RB,PRP,MD,VB,RB,2,1,0
really,START,PRP,RB,VBP,VB,1,0.6,0
sure,PRP,VBP,JJ,DT,NNS,2,0.8,1
guess,START,PRP,VBP,PRP,VBP,1,1,1
almost,NNS,MD,RB,RB,VB,7,1,1
like,PRP,VBP,IN,PRP,VBP,5,1,1
about,DT,NN,IN,NNS,TO,17,1,0
much,VBP,WRB,RB,DT,NNP,3,0.8,0
know,NN,PRP,VBP,IN,PRP,15,1,0
like,PRP,VBD,IN,NN,VBD,5,1,1
like,PRP$,NN,IN,PRP,VBD,17,1,1
like,START,VBZ,IN,NNP,NNP,1,1,1
like,RB,VBP,IN,PRP$,NN,3,0.8,1
much,VBZ,RB,JJ,TO,VB,7,0.6,1
really,NN,VBZ,RB,RB,RB,15,1,1
somebody,TO,VB,NN,RB,POS,13,0.6,0
apparently,PRP,VBD,RB,VBN,IN,2,0.8,1
like,WDT,NNS,IN,JJ,IN,29,0.8,0
know,START,PRP,VBP,PRP,MD,1,0.7,0
know,VB,PRP,VB,IN,PRP,38,0.7,0
might,NNP,PRP,MD,VB,DT,10,0.8,1
think,START,PRP,VBP,NNP,VBZ,1,0.8,1
might,START,NN,MD,VB,IN,1,0.6,1
some,RB,VBP,DT,NN,IN,3,0.6,0
most,RB,:,RBS,JJ,TO,9,0.8,1
may,NN,NN,MD,VB,VBN,2,1,1
about,TO,RB,RB,RB,.,44,0.8,1
most,NN,IN,JJS,IN,DT,25,0.6,0
should,START,PRP,MD,VB,IN,1,1,0
imagine,PRP,MD,VB,STOP,STOP,3,0.6,1
think,START,PRP,VBP,IN,PRP,1,0.8,0
may,IN,PRP,MD,VB,:,2,0.8,0
much,RB,RB,JJ,JJ,JJ,4,1,1
could,NN,PRP,MD,VB,VBN,10,1,1
much,START,RB,RB,IN,DT,1,1,1
should,DT,NN,MD,VB,NNP,19,0.8,0
'kind of',PRP,VBD,NN,RB,PRP,5,0.8,1
apparently,PRP,VBD,RB,VBN,RB,6,1,1
may,NNS,PRP,MD,RB,VB,8,1,1
some,MD,JJ,DT,JJ,NN,13,0.8,1
'a few',START,IN,DT,JJR,NNS,1,0.8,1
about,VBP,JJ,IN,DT,NN,3,1,0
much,DT,DT,JJ,CC,DT,20,0.8,1
much,VBD,IN,JJ,CC,PRP,6,0.6,1
know,WRB,PRP,VBP,WP,VBZ,5,1,0
fair,PRP,DT,JJ,NN,IN,26,0.6,0
should,START,PRP,MD,VB,IN,1,1,0
some,PRP,VBP,DT,NNS,NNS,2,1,1
some,TO,VB,DT,NNS,.,9,0.6,1
seem,IN,DT,VBP,NNS,DT,14,1,1
really,RB,JJ,RB,STOP,STOP,9,0.6,1
sure,START,PRP,RB,IN,NN,1,0.6,1
'my thinking',VBD,IN,PRP$,VBD,JJR,11,1,0
remember,PRP,MD,VB,VBG,DT,2,1,0
basically,NNS,CC,RB,RBS,NNS,18,1,1
about,FW,FW,IN,WP,JJ,6,1,0
about,PRP,VBP,IN,JJ,NNS,2,1,0
seem,PRP,RB,VBP,TO,VB,24,1,1
really,PRP,VBD,RB,JJ,.,14,1,0
'sort of',PRP,VBP,NN,JJ,IN,14,0.8,1
may,CC,PRP,MD,VB,IN,2,1,1
could,NN,PRP,MD,VB,STOP,10,0.6,1
really,VBP,VBN,RB,RB,IN,7,1,0
about,NNS,IN,RB,CD,NNS,7,1,1
know,IN,PRP,VBP,IN,RB,9,0.8,0
think,NN,CC,VB,IN,VBG,35,0.6,1
understand,WDT,NNS,VBP,JJR,IN,7,0.8,0
think,PRP,RB,VBP,NNP,VBD,2,0.8,1
much,VBZ,RB,RB,IN,DT,14,0.6,0
really,START,PRP,RB,VBP,TO,1,0.6,1
think,START,PRP,VBP,NNS,IN,1,1,1
believe,JJ,NNPS,VBP,DT,NN,3,0.8,1
think,START,PRP,VBP,PRP,MD,1,1,1
'a few',VBP,VBG,DT,NNS,.,10,1,1
generally,IN,NNP,RB,VBD,DT,13,1,1
read,VBP,RB,VB,WP,PRP,3,0.6,0
'a couple',VBN,'\'\'',DT,NN,NNS,39,1,1
about,RB,RB,IN,VBG,DT,4,1,0
likely,IN,DT,JJ,NN,NN,2,0.6,1
read,PRP,VBP,VBN,IN,DT,15,0.8,1
really,DT,NN,RB,VBZ,TO,2,1,1
some,VBP,RB,DT,IN,DT,3,0.8,1
could,DT,NN,MD,VB,VBN,14,0.6,0
like,RB,VBP,IN,PRP,VBP,14,1,1
often,RB,VB,RB,CC,RB,8,0.8,1
think,START,PRP,VBP,PRP,VBD,1,1,1
some,RB,VBP,DT,NNS,IN,3,0.6,0
'a few',VBN,IN,DT,NNS,CC,13,1,1
about,PRP,VBP,IN,NN,NNS,6,1,0
most,IN,DT,RBS,JJ,NNS,3,0.8,0
some,RB,WRB,DT,PRP,VBP,28,0.8,1
some,PRP,VBP,DT,``,NN,31,0.8,1
much,PRP,RB,RB,VBP,JJ,17,0.8,0
like,PRP,VBZ,IN,DT,NN,2,1,1
about,RP,CC,IN,NN,.,10,0.6,0
about,START,VB,IN,DT,STOP,1,1,0
about,VBP,VBG,IN,VBG,JJ,3,0.8,0
like,MD,RB,VB,DT,NN,3,0.8,0
about,TO,VBG,IN,PRP,VB,7,1,0
about,VBZ,RB,IN,NN,STOP,8,1,0
should,DT,NN,MD,VB,VBN,3,0.9,0
should,POS,PRP,MD,VB,VBN,16,0.9,0
'a little',PRP,VBD,DT,IN,EX,4,0.8,1
think,WRB,NNS,VBP,IN,DT,10,1,1
some,DT,NN,DT,NNS,VBD,39,1,1
believe,START,PRP,VBP,IN,DT,1,1,1
somewhere,PRP,VBZ,RB,JJ,RB,5,0.6,0
probably,PRP,VBP,RB,RB,VBN,2,1,1
should,DT,NN,MD,VB,IN,2,0.8,0
could,START,PRP,MD,RB,VB,1,0.8,0
'look like',NN,IN,NN,PRP,VBP,12,1,1
much,VBZ,RB,JJ,STOP,STOP,4,0.8,0
totally,JJ,NNS,RB,VBP,PRP$,9,1,0
about,NN,VBD,IN,NN,.,11,1,0
about,START,VB,IN,DT,STOP,1,1,0
think,START,PRP,VBP,RB,IN,1,1,1
know,START,PRP,VBP,PRP,VBP,1,0.6,0
about,VBP,JJ,IN,NN,TO,4,1,0
remember,PRP,MD,VB,NNS,IN,2,1,0
someone,NNS,WRB,NN,VBZ,RB,12,0.6,1
think,VBP,RB,VB,PRP,VBZ,7,0.8,1
really,WP,VBZ,RB,VBN,VBG,23,0.8,1
know,VBP,RB,VB,WRB,JJ,3,0.8,0
sure,FW,VBP,JJ,NNP,NNP,3,0.8,1
like,START,RB,IN,PRP,MD,1,0.8,1
think,IN,PRP,VBP,WP,PRP,2,1,1
'a little',TO,VB,DT,JJ,IN,15,1,1
probable,DT,RBS,JJ,NN,.,6,1,1
fairly,VBD,DT,RB,JJ,NN,3,1,1
really,PRP,VBP,RB,RB,JJ,2,0.6,1
know,VBP,RB,VB,IN,DT,3,1,1
guess,VBP,RB,VB,$,CD,3,0.6,1
could,DT,NN,MD,VB,IN,33,0.8,0
may,NN,WDT,MD,VB,VBN,7,1,1
almost,PRP,VBP,RB,VBG,NN,11,1,1
like,CC,MD,VB,TO,VB,21,0.8,0
about,RB,JJ,IN,DT,NN,6,1,0
like,CC,RB,IN,NNP,EX,2,1,1
think,START,PRP,VBP,NNS,MD,1,1,1
like,WRB,NN,IN,CD,NN,4,0.8,1
know,START,PRP,VBP,PRP,VBZ,1,0.8,1
really,VBD,RB,RB,VB,NN,28,0.8,1
'a couple',NN,IN,DT,IN,NNS,6,1,1
'a little',CC,VBD,DT,NN,IN,20,0.8,1
find,RB,PRP,VBP,RP,RBR,2,0.6,1
sure,CC,RB,JJ,WP,RB,7,1,1
about,RB,VB,IN,NN,NNS,18,1,0
understand,START,PRP,VBP,WP,DT,1,1,0
understand,CC,PRP,VBP,DT,NNS,9,1,0
perhaps,NN,NNS,RB,PRP,MD,11,1,1
feel,START,PRP,VBP,PRP,VBP,1,0.8,1
much,VBD,PRP,RB,RBR,JJ,4,0.8,0
read,PRP,VBP,VBN,NNS,WDT,2,0.8,1
know,START,PRP,VBP,PRP,VBD,1,0.8,0
some,NN,CC,DT,JJ,STOP,18,0.8,0
may,JJ,NN,MD,VB,VBN,4,0.8,1
like,PRP,VBZ,IN,DT,NN,2,0.8,1
think,START,DT,VBP,DT,NNS,1,0.8,1
should,JJ,NN,MD,VB,VBN,6,1,0
much,START,RB,JJ,JJ,NN,1,1,0
most,VBN,IN,JJS,VBZ,IN,11,1,1
about,PRP,VBP,IN,DT,NNP,2,1,0
about,NNP,CC,IN,JJ,NN,6,1,0
often,PRP,VBP,RB,DT,NNS,3,0.8,1
like,START,RB,IN,NNP,VBD,1,1,1
some,VBN,IN,DT,JJ,CC,10,0.6,1
like,:,RB,IN,DT,JJ,16,0.8,1
generally,CC,PRP,RB,VBP,RB,3,0.8,1
generally,VBZ,RB,RB,VBG,TO,24,0.8,1
about,'\'\'',NNS,IN,DT,NNS,9,0.8,0
'looks like',JJ,RB,VBZ,PRP,MD,2,1,1
think,START,PRP,VBP,PRP,VB,1,1,1
really,NN,VBZ,RB,JJ,PRP,4,0.8,0
someone,VBG,IN,NN,RB,WRB,9,0.8,1
feel,PRP,MD,VB,RB,RBR,11,1,0
about,VB,JJ,IN,DT,JJ,20,1,0
sure,RB,RB,JJ,WRB,.,4,1,1
know,START,PRP,VBP,IN,EX,1,0.6,0
'kind of',DT,JJ,NN,NN,:,16,1,0
sure,PRP,VBP,JJ,PRP,DT,3,0.8,1
like,START,RBR,IN,DT,NNP,1,1,1
probably,START,PRP,RB,VBP,RBS,1,1,1
sure,VBP,RB,JJ,WRB,JJ,27,1,1
'to be honest',NN,NNS,TO,STOP,STOP,10,1,1
about,NN,CC,IN,DT,NN,14,1,1
understand,PRP,VBP,VB,WRB,PRP$,2,0.6,0
most,IN,DT,RBS,JJ,NNS,4,0.8,0
'a few',START,VBG,DT,NNS,IN,1,1,1
may,IN,PRP,MD,VB,JJ,19,1,1
really,VBP,DT,RB,JJ,NN,3,1,0
unsure,VBP,RB,JJ,WP,NN,13,1,1
about,VBD,NN,IN,PRP,:,17,0.8,0
fair,VBP,DT,JJ,NN,IN,3,1,1
like,PRP,VBZ,IN,PRP,VBD,2,0.8,1
most,DT,JJS,RBS,JJ,NN,5,1,0
really,PRP,VBD,RB,JJ,VBG,2,0.8,0
fairly,VBG,DT,RB,JJ,NN,9,0.8,1
usually,PRP,VBP,RB,RB,JJ,3,1,1
really,PRP,DT,RB,PRP$,NNS,5,0.8,1
could,NN,CC,MD,RB,VB,10,0.6,0
think,IN,NNS,VBP,PRP,VBP,3,0.8,1
likely,:,RBS,JJ,TO,VB,10,0.8,1
remember,MD,RB,VB,DT,NN,33,0.6,0
generally,CD,PRP,RB,VBP,NN,20,1,1
'a few',VBD,VBN,DT,NN,NNS,25,1,1
really,MD,RB,RB,VB,PRP,7,1,1
know,:,PRP,VBP,PRP,VBP,5,0.6,1
somewhere,NN,VBD,RB,IN,CD,6,1,1
might,START,PRP,MD,VB,NN,1,0.6,0
some,JJ,NNS,DT,NN,VBN,18,0.8,1
some,VBN,CC,DT,VBN,IN,22,0.8,1
several,VB,VBN,JJ,NNS,.,17,1,1
feel,PRP,RB,VBP,IN,PRP,2,0.6,1
remember,RB,MD,VB,VBG,VBN,7,1,0
probably,NNS,MD,RB,VB,RP,20,0.8,1
often,CC,PRP,RB,VBP,STOP,7,1,1
someone,NN,IN,NN,WP,VBZ,37,1,1
really,VBP,VBG,RB,VB,RP,3,0.8,0
really,PRP,VBP,RB,VBG,CC,18,0.8,0
someone,JJ,IN,NN,VBD,PRP,6,0.6,1
almost,VBD,RB,RB,DT,NN,8,0.8,1
understand,START,PRP,VBP,IN,IN,1,1,0
like,NN,NN,IN,NNP,NNP,22,1,1
really,START,PRP,RB,VBP,DT,1,0.6,0
about,VBP,NNS,IN,NNP,CC,3,1,0
someone,JJ,IN,NN,IN,NNP,16,0.8,0
should,IN,PRP,MD,VB,VBN,38,0.8,0
recall,VBP,RB,VB,NN,VBG,3,0.6,0
about,VBP,NN,IN,PDT,DT,12,1,0
some,PRP,VB,DT,NNS,.,4,1,1
possible,NNS,VBP,JJ,JJR,NN,7,1,0
some,MD,VB,DT,NN,IN,3,0.8,0
think,IN,PRP,VBP,PRP,VB,3,1,1
most,IN,DT,RBS,JJ,NNS,9,0.8,0
most,VBD,VBN,RBS,VBN,CC,28,0.8,0
'a bit',VB,VBD,DT,RBR,NN,17,1,1
think,IN,PRP,VBP,JJS,IN,8,1,1
may,IN,NNP,MD,VB,DT,6,1,1
about,JJ,-RRB-,IN,PRP$,NN,13,1,0
maybe,CC,RB,RB,PRP,MD,9,0.8,1
think,START,LS,VB,DT,MD,1,1,1
like,DT,NN,IN,PRP,RB,19,1,1
some,JJR,CC,DT,JJ,NN,12,0.8,0
often,IN,NNS,RB,VBZ,NN,28,1,1
about,IN,VBZ,RB,RB,.,22,1,1
generally,NN,:,RB,RB,JJ,7,0.8,1
think,VBZ,RB,VB,PRP,VBZ,16,1,1
about,VBZ,NN,IN,DT,NN,12,1,0
about,RB,VB,IN,VBG,IN,10,1,0
