@relation AnnaHedgeData
@attribute pos0 numeric
@attribute pos1 numeric
@attribute pos2 numeric
@attribute pos3 numeric
@attribute pos4 numeric
@attribute pos5 numeric
@attribute pos6 numeric
@attribute pos7 numeric
@attribute pos8 numeric
@attribute pos9 numeric

@attribute hedge {'a bit','a bunch','a couple','a few','a little','a whole bunch','among others','and all that','and so forth','and so on','and suchlike','and the rest','correct me if I\'m wrong','et cetera','I mean','I would say','if I\'m understanding you correctly','in my mind','in my opinion','in my understanding','in my view','it\'s said','kind of','look like','looks like','more or less','my thinking','my understanding','pretty much','so far','somebody said','something or other','sort of','sounds like','the like','their impression','they said','they say','to be honest',about,almost,apparently,appear,approximately,arguably,assume,basic,basically,believe,completely,consider,could,estimate,expect,fair,fairly,feel,find,frequently,general,generally,guess,hear,imagine,know,largely,like,likely,may,maybe,might,most,mostly,much,nearly,necessarily,occasionally,often,partial,partially,perhaps,possible,possibly,practically,probable,probably,propose,rarely,read,really,recall,remember,rough,roughly,seem,seemingly,seldom,several,should,some,somebody,somehow,someone,sometimes,somewhat,somewhere,speculate,suggest,suppose,sure,technically,think,totally,understand,unlikely,unsure,usually,virtually}
@attribute sentencelength numeric
@attribute ratiolength numeric
@attribute pos-2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos-1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute position numeric
@attribute agreement numeric
@attribute judgment {1,0}

@data
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,46,0.173913043,DT,NN,IN,DT,CD,8,0.8,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,9,0.666666667,NN,IN,IN,NN,.,6,1,1
0.42633,-0.06828,0.21088,-0.26516,0.21858,-0.14956,-0.35103,-0.0194,-0.0421,-0.54597,'a bit',24,0.5,NNS,VBP,DT,IN,NN,12,0.8,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,28,0.25,PRP$,NN,IN,PRP,CC,7,1,0
0.04025,-0.00243,0.06066,0.0338,-0.04609,0.02959,-0.03467,-0.02934,0.00674,0.04468,totally,4,0.25,START,PRP,RB,VBP,.,1,1,0
0.08557,0.03856,-0.02489,-0.00836,0.05089,0.01708,-0.03336,-0.02515,-0.00864,0.00446,somewhere,17,0.235294118,NNS,VBG,RB,IN,DT,4,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,19,0.105263158,IN,PRP,VBP,PRP,VBZ,2,1,1
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,13,0.230769231,VBD,NNS,MD,VB,RB,3,0.6,1
0.13577,0.05458,-0.05302,0.10402,-0.18692,-0.09008,-0.06131,0.02872,-0.08236,-0.00973,believe,31,0.774193548,VBP,NNS,VB,IN,JJ,24,0.6,0
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,7,0.571428571,RB,IN,DT,NN,.,4,0.6,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,7,0.285714286,PRP,VBP,IN,DT,JJ,2,0.8,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,33,0.787878788,TO,VB,DT,NN,IN,26,0.6,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,57,0.50877193,PRP,IN,DT,NNS,-RRB-,29,0.8,1
0.16313,0.06546,0.02393,0.02652,0.03191,-0.00524,-0.04378,-0.05501,-0.05389,-0.05937,possible,35,0.714285714,VBD,PRP,JJ,IN,PRP,25,1,0
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,7,0.142857143,START,LS,MD,RB,VB,1,0.6,1
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,15,0.133333333,IN,PRP,VBP,DT,NN,2,0.8,1
0.00208,-0.02415,-0.03509,0.02599,0.01138,-0.0085,-0.03844,-0.0358,0.0183,0.02209,perhaps,20,0.55,PRP,MD,RB,VB,IN,11,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,25,0.56,PRP,VBD,IN,VBG,PDT,14,1,0
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,19,0.736842105,VBD,RB,RB,VB,IN,14,1,1
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,66,0.954545455,VB,PRP,VB,JJ,.,63,1,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,23,0.043478261,START,LS,VB,DT,JJ,1,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,31,0.193548387,VBD,VBG,IN,JJ,NN,6,1,0
0.12562,0.02904,-0.05369,0.00845,-0.1058,-0.06467,-0.02216,0.01384,-0.01606,-0.00891,probably,11,0.181818182,IN,PRP,RB,VBZ,RB,2,1,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,32,0.375,VBZ,RB,RB,JJ,CC,12,0.8,1
0.00278,0.06908,-0.00183,0.04718,-0.02546,-0.0542,0.02853,-0.01888,-0.02288,-0.01586,maybe,7,0,START,START,RB,NNS,JJ,0,0.8,1
0.49452,-0.01157,0.27018,-0.25735,0.37993,-0.1712,-0.3051,-0.07164,0.01043,-0.48681,'a few',11,0.363636364,VB,IN,DT,JJR,IN,4,1,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,15,0.133333333,NN,VBZ,DT,NN,NNS,2,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,14,0.071428571,START,PRP,VBP,NNP,MD,1,1,1
0.10268,-0.02932,-0.07232,0.00246,-0.03711,0.02893,-0.00105,-0.02255,0.01322,-0.03956,basically,71,0.591549296,JJ,NNS,RB,VBP,RP,42,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,13,0.230769231,VBP,RB,VB,IN,NN,3,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,12,0.166666667,PRP,MD,VB,TO,VB,2,1,0
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,21,0.619047619,PRP,RB,VBP,IN,PRP,13,0.6,0
0.06059,0.04326,-0.1936,0.00245,-0.13816,-0.06623,-0.04932,0.03959,-0.00106,-0.09682,sure,21,0.476190476,TO,VB,JJ,IN,DT,10,0.6,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,32,0.0625,FW,FW,VBP,WP,PRP$,2,0.8,1
0.43108,0.15338,-0.22204,0.01704,-0.24242,-0.0457,-0.07171,-0.14274,-0.10106,-0.20696,'pretty much',22,0.181818182,NN,VBZ,RB,DT,JJ,4,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,13,0.076923077,START,PRP,VBP,PRP,VBZ,1,1,1
0.14038,0.14446,0.36745,-0.41442,0.23076,0.26201,0.52766,-0.38687,-0.05404,0.22525,'sort of',17,0.235294118,VBZ,DT,NN,NN,IN,4,0.8,1
0.11975,0.17995,-0.22347,-0.05663,-0.18843,-0.0545,-0.08812,-0.10528,-0.06234,-0.06879,may,16,0.1875,JJ,NNS,MD,VB,NN,3,0.8,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,16,0.1875,VBP,RB,RB,VB,WP,3,0.6,0
0.42633,-0.06828,0.21088,-0.26516,0.21858,-0.14956,-0.35103,-0.0194,-0.0421,-0.54597,'a bit',18,0.5,MD,VB,DT,VBN,RB,9,1,1
0.35297,-0.08243,0.20814,-0.25084,0.21963,-0.18071,-0.35916,-0.06931,-0.00695,-0.6041,'a little',11,0.545454545,NNS,VBP,DT,RBR,JJ,6,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,16,0.75,IN,NNP,IN,CD,NNS,12,1,1
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,30,0.133333333,RB,VB,RBS,NNS,VBP,4,0.8,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,4,0.5,IN,NNS,IN,PRP,STOP,2,1,1
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,11,0.727272727,VBP,PRP,MD,RB,VB,8,1,0
0.35297,-0.08243,0.20814,-0.25084,0.21963,-0.18071,-0.35916,-0.06931,-0.00695,-0.6041,'a little',11,0.181818182,PRP,VBD,DT,JJ,NN,2,1,0
0.31778,0.08715,-0.06566,0.04696,-0.04149,-0.12369,-0.10275,-0.14546,-0.08922,-0.0167,seem,23,0.086956522,PRP,VBZ,VB,DT,IN,2,0.8,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,30,0.9,VBP,RB,RB,VBN,.,27,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,14,0.142857143,PRP,VBP,VB,DT,NN,2,1,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,16,0.5625,VBZ,RB,DT,JJ,NN,9,0.6,0
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,13,0.230769231,MD,VB,DT,NN,IN,3,0.6,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,13,0.461538462,IN,NNS,IN,PRP,MD,6,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,16,0.0625,START,PRP,VBP,PRP,VB,1,0.8,1
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,5,0.4,PRP,VBP,RB,RB,RB,2,1,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,20,0.65,VBZ,NNS,IN,PRP,VBP,13,1,1
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,24,0.375,NNP,NN,MD,VB,PRP,9,0.6,0
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,21,0.285714286,PRP,VB,DT,NN,TO,6,0.6,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,6,0.833333333,NNS,VBP,IN,STOP,STOP,5,0.8,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,36,0.138888889,VBN,IN,DT,NN,IN,5,0.6,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,8,0.125,START,PRP,VBP,PRP,VBP,1,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,47,0.127659574,VBD,NNS,IN,DT,NN,6,1,0
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,97,0.969072165,JJS,CC,RBS,JJ,NNS,94,0.6,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,57,0.912280702,VBD,NN,IN,VBD,JJ,52,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,26,0.384615385,CC,PRP,VBP,PRP,MD,10,1,1
0.03423,-0.04122,0.02044,-0.00026,-0.00572,0.05037,-0.03793,-0.00184,0.0018,0.02006,several,31,0.096774194,NNS,VBD,JJ,CC,DT,3,0.7,1
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,11,0.545454545,VBZ,DT,RBS,JJ,NN,6,0.8,0
0.11975,0.17995,-0.22347,-0.05663,-0.18843,-0.0545,-0.08812,-0.10528,-0.06234,-0.06879,may,23,0.47826087,JJ,NN,MD,RB,VB,11,0.8,1
0.03423,-0.04122,0.02044,-0.00026,-0.00572,0.05037,-0.03793,-0.00184,0.0018,0.02006,several,46,0.934782609,MD,IN,JJ,NNS,.,43,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,7,0.571428571,VBD,RB,IN,JJ,NN,4,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,17,0.176470588,NN,VBD,IN,CD,NNS,3,0.8,1
0.09562,0.00235,-0.18654,0.08798,-0.18224,-0.0634,0.02009,-0.09396,-0.12519,-0.11597,read,8,0.5,NN,WP$,VB,DT,JJ,4,0.8,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,17,0.176470588,NN,PRP,VBP,PRP,VBP,3,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,11,0.090909091,START,PRP,VBP,PRP,VBD,1,1,1
0.16635,0.14887,-0.06106,0.00215,-0.05662,-0.03318,-0.07087,-0.10591,-0.0755,-0.08193,might,8,0.5,DT,NN,MD,VB,NNP,4,0.8,1
0.08351,0.03999,-0.17472,0.13275,-0.10443,-0.06685,-0.07165,0.02846,-0.04757,0.00992,find,14,0.071428571,START,PRP,VBP,PRP,JJ,1,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,12,0.166666667,PRP,VBP,VB,PRP,MD,2,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,4,0.25,START,VB,IN,NN,.,1,0.8,1
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,26,0.307692308,CC,VBD,RB,RBR,RB,8,0.6,0
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,12,0.833333333,IN,PRP,MD,VB,STOP,10,0.6,0
0.44018,0.1204,0.32671,-0.09974,0.0777,0.2653,0.03313,-0.4595,-0.12864,-0.20077,'in my opinion',9,0.222222222,DT,VBZ,IN,RB,JJ,2,1,1
0.02518,-0.01937,0.03421,0.00027,-0.03498,-0.04537,-0.03344,-0.023,-0.05807,0.00203,fair,18,0.222222222,PRP,VBZ,JJ,TO,VB,4,0.8,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,14,0.571428571,JJ,IN,IN,NN,VBG,8,1,0
0.11049,-0.07374,-0.03692,0.03034,0.02342,-0.03581,0.01836,0.03057,-0.03531,0.04668,hear,30,0.866666667,-RRB-,MD,VB,IN,PRP,26,0.8,0
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,11,0.272727273,VBD,DT,RBS,JJ,NN,3,1,0
0.49452,-0.01157,0.27018,-0.25735,0.37993,-0.1712,-0.3051,-0.07164,0.01043,-0.48681,'a few',13,0.384615385,VBP,VBD,DT,NNS,WDT,5,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,14,0.714285714,TO,VB,IN,PRP,RB,10,1,0
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,16,0.6875,:,WRB,MD,PRP,VB,11,0.6,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,17,0.705882353,RB,RB,VB,NN,IN,12,0.8,0
0.49452,-0.01157,0.27018,-0.25735,0.37993,-0.1712,-0.3051,-0.07164,0.01043,-0.48681,'a few',14,0.142857143,VBP,IN,DT,NNS,CC,2,0.8,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,24,0.125,VBP,RB,VB,PRP$,IN,3,1,1
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,6,0.166666667,START,PRP,VBP,IN,VBZ,1,0.6,1
0.00278,0.06908,-0.00183,0.04718,-0.02546,-0.0542,0.02853,-0.01888,-0.02288,-0.01586,maybe,11,0.090909091,START,CC,RB,PRP,VBD,1,1,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,40,0.15,EX,IN,DT,IN,DT,6,0.7,1
0.03423,-0.04122,0.02044,-0.00026,-0.00572,0.05037,-0.03793,-0.00184,0.0018,0.02006,several,31,0.096774194,NNS,VBD,JJ,CC,DT,3,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,15,0.133333333,RB,PRP,VBP,TO,VB,2,1,0
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,8,0.25,JJ,NNS,MD,RB,VB,2,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,37,0.621621622,DT,JJ,IN,PRP$,VBN,23,1,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,17,0.411764706,CC,PRP,VBP,IN,DT,7,1,1
0.09562,0.00235,-0.18654,0.08798,-0.18224,-0.0634,0.02009,-0.09396,-0.12519,-0.11597,read,58,0.017241379,START,PRP,VBP,DT,RB,1,1,0
0.04025,-0.00243,0.06066,0.0338,-0.04609,0.02959,-0.03467,-0.02934,0.00674,0.04468,totally,6,0.5,RB,CC,RB,VBP,.,3,1,0
0.13577,0.05458,-0.05302,0.10402,-0.18692,-0.09008,-0.06131,0.02872,-0.08236,-0.00973,believe,12,0.083333333,START,PRP,VBP,DT,TO,1,1,1
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,17,0.235294118,PRP,DT,RBS,IN,DT,4,0.6,0
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,11,0.454545455,IN,PRP,RB,MD,VB,5,0.6,1
0.05212,-0.02547,0.01278,-0.00522,0.05933,0.04383,0.02758,0.01422,-0.04918,0.00481,basic,50,0.06,VBD,DT,JJ,NNS,IN,3,0.7,0
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,21,0.333333333,IN,NNP,MD,RB,VB,7,0.8,0
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,26,0.576923077,VB,RB,RB,IN,DT,15,0.8,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,20,0.6,DT,JJS,IN,WP,PRP,12,1,0
0.02461,-0.01464,0.03192,-0.00351,-0.0196,-0.02641,0.03881,-0.01272,-0.04192,0.03126,often,43,0.581395349,NNS,POS,RB,VBN,-LRB-,25,0.8,1
0.02461,-0.01464,0.03192,-0.00351,-0.0196,-0.02641,0.03881,-0.01272,-0.04192,0.03126,often,29,0.172413793,CD,RB,RB,IN,PRP,5,0.6,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,47,0.893617021,TO,VB,DT,NNS,IN,42,0.6,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,21,0.666666667,TO,VB,IN,DT,NN,14,1,0
0.06776,1.10844,-0.76075,-0.09371,-0.24895,-0.2765,-0.29602,0.24029,0.49709,-0.58504,'I mean',7,0,START,START,PRP,NN,IN,0,0.8,1
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,11,0.090909091,START,PRP,VBP,IN,NN,1,0.6,0
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,26,0.615384615,RP,IN,DT,NN,IN,16,0.6,0
0.17654,0.10453,-0.09168,0.05792,-0.04515,-0.04117,-0.01499,-0.03327,-0.07144,-0.04627,someone,38,0.157894737,NN,WRB,NN,VBZ,NN,6,0.6,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,14,0.714285714,VBD,RBR,IN,PRP$,NN,10,1,0
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,14,0.071428571,START,RB,RB,IN,DT,1,0.8,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,15,0.066666667,START,PRP,VBP,PRP,MD,1,0.8,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,9,0.111111111,START,PRP,VBP,PRP$,JJ,1,1,1
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,10,0.5,NN,IN,MD,VB,VBN,5,0.8,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,31,0.387096774,DT,NNS,IN,PRP,VBD,12,1,1
0.14038,0.14446,0.36745,-0.41442,0.23076,0.26201,0.52766,-0.38687,-0.05404,0.22525,'sort of',33,0.121212121,PRP,VBP,NN,IN,DT,4,1,1
0.08557,0.03856,-0.02489,-0.00836,0.05089,0.01708,-0.03336,-0.02515,-0.00864,0.00446,somewhere,20,0.8,DT,NN,RB,IN,DT,16,0.6,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,35,0.771428571,NN,:,IN,JJ,VBP,27,0.8,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,13,0.230769231,VBP,RB,VB,IN,NN,3,1,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,6,0.333333333,PRP,VBP,DT,JJ,NN,2,0.6,0
0.16635,0.14887,-0.06106,0.00215,-0.05662,-0.03318,-0.07087,-0.10591,-0.0755,-0.08193,might,8,0.375,JJ,NN,MD,VB,DT,3,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,20,0.25,NN,VBD,IN,CD,NNS,5,0.6,1
0.13815,0.05612,-0.06718,-0.02342,0.03297,-0.03341,-0.05307,-0.02806,-0.01098,-0.01218,almost,7,0.571428571,NN,VBZ,RB,VBG,NN,4,0.8,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,18,0.166666667,VBP,VBG,DT,MD,NN,3,0.6,0
0.42633,-0.06828,0.21088,-0.26516,0.21858,-0.14956,-0.35103,-0.0194,-0.0421,-0.54597,'a bit',10,0.1,START,RB,DT,JJR,IN,1,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,8,0.5,MD,VB,IN,VB,CC,4,0.8,0
0.11975,0.17995,-0.22347,-0.05663,-0.18843,-0.0545,-0.08812,-0.10528,-0.06234,-0.06879,may,14,0.071428571,START,PRP,MD,VB,IN,1,1,1
0.06776,1.10844,-0.76075,-0.09371,-0.24895,-0.2765,-0.29602,0.24029,0.49709,-0.58504,'I mean',13,0,START,START,PRP,RB,NNP,0,0.8,1
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,17,0.117647059,PRP,RB,VBP,IN,PRP,2,0.6,1
0.49452,-0.01157,0.27018,-0.25735,0.37993,-0.1712,-0.3051,-0.07164,0.01043,-0.48681,'a few',22,0.454545455,VBD,VBD,DT,NNS,RB,10,0.8,1
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,16,0.8125,IN,PRP,MD,CC,RB,13,0.8,0
0.07049,0.04611,0.02087,-0.02593,0.05208,0.00194,0.05169,-0.00484,-0.01598,-0.03075,general,17,0.882352941,DT,JJ,JJ,NN,STOP,15,1,1
